label,label_noisy
19,19
29,29
0,0
11,11
1,1
86,86
90,90
28,28
23,23
31,31
39,39
96,96
82,82
17,17
71,71
39,39
8,8
97,97
80,42
71,71
74,74
59,59
70,70
87,87
59,59
84,84
64,64
52,34
42,42
64,64
8,8
17,17
47,47
65,65
21,21
22,22
81,81
11,11
24,42
84,84
78,78
45,45
49,23
97,97
56,56
76,76
11,43
90,90
89,89
78,78
73,73
14,90
87,87
9,9
71,71
6,6
47,47
20,20
98,5
47,47
36,36
55,55
72,72
43,43
51,57
35,35
83,83
33,33
27,27
53,53
92,92
50,33
15,15
89,89
36,36
18,18
89,89
46,9
33,33
42,34
39,37
64,74
75,75
38,38
23,23
42,28
66,66
77,53
49,24
18,40
46,21
15,15
35,35
69,69
95,95
83,83
75,92
99,66
73,73
93,93
55,66
39,39
4,4
97,97
61,61
93,93
51,17
69,69
56,56
84,84
59,15
64,64
94,94
4,4
11,11
33,33
68,68
38,38
20,20
33,64
34,81
32,3
46,46
53,53
88,88
67,67
70,70
64,64
53,48
64,6
8,75
96,96
87,87
30,30
20,20
30,30
66,66
19,19
76,76
87,87
52,52
62,62
35,35
63,63
40,40
4,4
99,99
63,63
74,74
53,53
26,39
95,95
48,48
27,52
33,33
29,29
39,8
79,79
32,32
46,46
64,84
28,28
85,85
32,32
82,48
78,78
39,39
54,54
28,28
66,95
65,65
72,72
21,21
64,2
62,62
72,72
0,0
44,57
7,7
12,12
19,19
11,11
31,31
61,61
79,79
45,45
81,81
79,79
98,98
43,43
46,46
67,67
80,80
68,68
74,16
48,48
81,68
94,94
86,86
69,25
39,39
73,73
2,2
46,70
49,49
63,63
43,81
14,14
49,49
68,68
65,65
41,19
37,66
45,45
36,36
21,21
77,33
37,37
39,39
8,8
9,9
62,62
86,86
39,39
19,19
54,54
39,39
28,28
11,11
89,89
90,90
90,90
79,79
66,66
81,81
21,21
79,79
40,40
29,29
22,16
13,13
25,25
11,88
38,38
10,95
96,96
54,54
65,65
39,39
40,40
42,42
48,48
48,48
51,51
11,50
23,11
23,23
89,44
52,52
46,46
2,2
95,95
43,43
86,86
34,34
66,82
18,18
46,46
66,66
56,56
57,57
1,20
44,44
11,11
82,82
23,23
90,90
56,56
19,19
68,68
66,43
28,28
1,86
57,57
67,73
5,5
13,13
78,78
6,6
84,84
7,7
41,41
65,65
80,5
12,57
50,50
63,63
26,26
8,49
53,53
60,60
99,99
97,97
85,85
0,0
78,78
31,31
10,10
2,2
7,7
43,43
83,83
97,97
91,91
82,82
28,28
42,42
0,0
82,82
5,5
68,68
60,18
30,30
98,98
82,65
20,33
64,64
66,66
10,10
75,61
54,54
57,28
87,87
66,66
66,66
73,73
54,2
88,88
42,25
37,37
80,80
87,87
3,3
29,29
43,43
12,12
73,79
96,96
23,23
96,96
84,84
19,19
62,62
0,12
21,21
11,11
36,36
64,64
76,76
60,21
3,3
80,80
82,82
79,17
26,52
65,65
72,72
11,11
15,44
31,31
48,48
12,12
91,91
71,98
87,87
77,77
15,15
7,7
58,58
51,51
55,55
85,85
2,2
3,3
89,69
10,10
3,3
11,11
20,20
4,4
48,48
27,27
48,40
7,7
67,89
3,3
65,65
56,56
9,9
44,44
95,95
46,46
83,83
40,40
58,58
87,73
59,59
18,18
48,48
5,5
88,88
26,26
21,21
24,24
53,53
68,68
49,49
89,89
96,96
92,92
7,7
13,31
99,99
49,49
22,22
56,56
67,67
13,13
97,73
6,6
19,99
76,76
65,65
9,9
71,71
63,63
71,53
18,18
55,55
34,34
18,18
0,0
56,56
23,23
75,75
70,70
78,90
45,45
66,66
91,91
25,13
58,60
90,90
29,29
68,68
35,35
54,54
77,2
97,97
0,0
70,70
75,75
60,1
65,65
5,5
58,58
82,82
49,49
61,61
28,28
44,44
56,56
82,82
61,61
43,43
20,20
38,38
85,85
87,87
49,49
85,85
24,24
7,7
88,88
40,45
38,50
72,72
56,56
4,4
81,45
98,98
97,97
14,23
46,46
23,16
89,89
86,86
83,83
54,54
27,27
41,41
96,96
1,78
81,81
79,79
30,30
17,17
14,14
67,67
20,20
54,54
92,92
33,33
57,39
65,65
49,71
71,71
59,59
85,85
22,70
31,31
85,85
17,99
42,42
62,39
26,26
60,60
27,52
57,57
19,79
97,97
88,88
10,10
31,31
23,23
84,84
74,74
63,38
94,94
77,77
90,40
60,60
5,82
1,1
61,61
95,95
32,53
95,95
57,57
32,32
23,23
39,39
45,85
41,41
69,16
89,89
45,45
47,47
57,57
11,11
48,48
74,74
2,2
11,11
95,53
50,50
37,37
59,59
71,71
84,84
89,44
84,84
70,70
16,16
71,71
8,8
48,48
31,31
98,98
32,26
2,2
74,74
62,62
71,65
90,90
34,34
51,51
0,0
12,12
26,18
57,57
62,62
57,57
31,31
65,65
32,60
16,16
35,35
98,98
11,11
87,87
38,38
52,52
89,89
40,40
76,76
7,7
54,98
76,59
30,30
59,4
84,84
3,3
91,91
46,46
65,65
43,43
49,49
6,11
33,33
5,5
14,14
77,77
44,44
68,68
82,82
94,94
66,66
73,73
56,75
89,89
53,53
22,22
69,69
77,77
84,84
20,20
98,98
4,4
69,69
79,56
40,40
45,45
1,64
56,56
65,65
51,51
5,5
80,80
54,54
92,92
4,4
23,23
60,60
81,81
77,77
73,73
98,98
0,9
14,14
9,9
44,27
27,27
8,8
43,43
74,22
46,46
94,94
86,86
30,21
61,61
57,57
11,3
81,81
25,25
81,81
70,70
29,29
27,27
3,3
71,71
53,53
48,48
19,19
80,80
57,57
19,19
59,59
25,53
56,56
74,47
32,32
98,47
37,37
13,13
45,45
12,12
80,80
64,64
16,82
17,17
24,2
30,30
25,25
96,36
37,37
5,66
98,98
31,93
94,94
5,37
29,29
66,66
51,51
6,6
67,67
50,50
68,68
27,27
62,19
89,89
5,5
11,50
13,86
66,66
55,55
15,73
62,62
74,65
31,31
93,37
59,59
1,99
97,41
32,84
39,39
41,41
62,94
71,71
70,70
98,98
41,41
42,60
70,70
3,3
35,35
90,90
22,66
50,50
61,61
66,25
92,92
53,53
12,58
84,84
33,33
57,57
93,93
79,79
69,69
53,53
9,9
19,75
6,90
20,20
76,76
5,5
98,98
92,92
78,78
93,93
79,79
21,21
51,51
74,74
76,76
56,56
75,75
27,27
22,23
37,37
16,24
72,72
81,81
36,36
48,48
13,13
56,56
70,94
0,0
63,63
90,90
53,53
29,29
64,20
2,2
83,83
63,20
89,89
14,14
66,66
95,30
65,65
85,85
5,5
7,30
58,58
61,61
42,6
59,59
37,37
12,12
42,89
66,66
71,90
40,57
63,63
45,45
19,19
33,33
55,55
26,34
0,0
60,60
72,72
4,4
63,18
76,76
46,46
64,64
96,96
69,69
64,64
75,77
33,33
36,36
26,26
62,62
18,23
48,64
50,50
36,36
26,28
28,80
71,3
76,76
45,45
52,52
65,65
59,72
41,41
69,0
15,15
87,87
50,50
11,11
71,71
36,36
84,84
73,73
46,46
83,83
12,12
79,79
54,54
50,22
75,75
72,72
37,37
91,91
19,82
82,82
22,22
41,41
53,38
14,14
15,15
84,84
11,5
35,35
83,83
36,55
17,17
74,74
26,26
46,46
97,70
85,85
98,1
10,10
63,63
72,72
93,93
45,45
95,95
68,68
